Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
58	17.654297	1.9386684	21.309374	14.14044	68.3	27.752657	136.0	22.0	1000.0	154859.0	0.0874909604519774	1.7891799	0.5032357	3.1492815	-0.2955211	8.7467985	5.1175156	32.12489	-2.2601154	-2.9802323e-09	0.00032105978	5.9604646e-09	-0.00018713968	0.17415223	-0.04740236	22.987387	-13.7885685	0	0	1.0	1.5294425	0.0047934847	1770000	1459.395610332489
59	17.898157	3.2865736	23.67982	11.279518	88.1	36.50329	153.0	12.0	1000.0	157434.0	0.08746333333333334	1.8023652	0.55170524	2.8195622	-0.5443874	7.837069	5.3354626	31.649553	-4.076878	-1.1920929e-08	0.0001776068	0.0	-0.0013120152	0.17119204	-0.04490689	25.631939	-14.880275	0	0	1.0	1.5288975	0.0053179627	1800000	1481.231342792511
60	17.891865	2.1047587	22.91352	13.8202305	86.7	29.079374	141.0	30.0	1000.0	159933.0	0.08739508196721311	1.8632141	0.508598	2.9986053	-0.50819516	9.201331	5.533798	36.637188	-7.281129	-1.6391278e-08	-0.0005241664	-2.8312206e-08	-0.0013198468	0.15087748	-0.04442426	25.441212	-14.520424	0	0	1.0	1.5284278	0.0023671458	1830000	1503.4257552623749
61	17.316319	2.2999263	20.995003	13.056752	75.75	35.892723	162.0	1.0	1000.0	162281.0	0.08724784946236559	1.7975411	0.5508934	3.1810448	-0.26068756	8.377241	5.2475495	35.485165	-7.7472644	8.195639e-09	-0.0006525127	5.9604646e-09	-0.00019055097	0.15550415	-0.047910765	25.4528	-14.768262	0	0	1.0	1.528106	0.0017386958	1860000	1525.7083978652954
62	18.035534	1.685116	23.189106	15.618642	81.25	33.948307	150.0	28.0	1000.0	164636.0	0.0871089947089947	1.8573076	0.49055842	3.1146262	-0.036865402	8.072154	4.9630566	34.378193	-3.280194	2.9802323e-09	-0.00096985453	-1.7881394e-08	-0.000639752	0.12676218	-0.030874174	24.280224	-14.092361	0	0	1.0	1.5278742	0.004558506	1890000	1548.1902167797089
63	17.787851	2.7044375	23.175678	11.834405	89.55	28.566545	157.0	40.0	1000.0	167174.0	0.08706979166666666	1.8383828	0.51571363	3.1189814	-0.17781064	8.251156	5.25481	33.768387	-4.0264506	-5.9604646e-09	-0.00075978524	-1.1920929e-08	0.0006544717	0.19287126	-0.058411878	26.951757	-14.816664	0	0	1.0	1.5275276	0.0024579607	1920000	1570.3154835700989
64	17.884546	3.0369081	25.239565	12.300942	82.5	34.591183	155.0	18.0	1000.0	169704.0	0.0870276923076923	1.8794159	0.54412526	3.0575159	-0.39317617	9.020052	5.6498766	36.485775	-4.27597	-1.1920929e-08	0.000497652	2.0861625e-08	0.0022258987	0.17376761	-0.05189862	26.599665	-15.34653	0	0	1.0	1.52725	0.0050724633	1950000	1593.4640674591064
65	16.54697	2.8076353	20.972515	10.333422	84.9	28.282328	142.0	32.0	1000.0	172357.0	0.0870489898989899	1.7719682	0.53494996	2.987895	-0.20964767	8.604916	5.3210573	35.393696	-3.0271547	4.0978194e-09	-0.00024047862	8.940697e-09	0.00020762937	0.1508691	-0.053227555	24.871347	-15.14522	0	0	1.0	1.5269303	0.00045451452	1980000	1615.988721370697
66	16.685343	2.1152132	22.655563	12.73387	80.9	34.115833	136.0	23.0	1000.0	174642.0	0.0868865671641791	1.7775779	0.5508098	2.8969815	-0.6060596	8.341101	5.317513	37.548443	-1.7528647	8.940697e-09	-0.00052673125	4.4703484e-08	-0.00045802706	0.1382649	-0.040826242	24.681742	-14.238165	0	0	1.0	1.5267203	0.0010112626	2010000	1639.623736858368
67	17.449364	3.1430278	25.360874	10.84043	90.85	27.896729	133.0	46.0	1000.0	177129.0	0.0868279411764706	1.7632241	0.53308576	2.8215778	-0.34063807	8.972211	5.396517	31.521885	-2.901426	1.1920929e-08	-0.0010151272	0.0	0.0012001556	0.16498461	-0.05845931	24.745293	-14.822391	0	0	1.0	1.526526	0.0010651331	2040000	1665.9008038043976
68	18.190039	2.4504359	22.04354	13.825528	78.5	36.081158	136.0	0.0	1000.0	179235.0	0.08658695652173913	1.80354	0.5461526	3.0971005	-0.30598757	7.878536	5.0262785	34.406464	-3.1468852	-4.0978194e-09	-0.0007075428	0.0	0.0007911433	0.19292735	-0.081151456	25.556633	-15.095609	0	0	1.0	1.5263023	0.001044934	2070000	1689.246922492981
69	17.1176	1.9241799	20.66794	13.907267	78.55	35.744194	172.0	31.0	1000.0	181636.0	0.08649333333333334	1.8328596	0.5325222	3.028992	-0.07811266	7.8548794	5.4370875	37.880527	-2.7995257	8.940697e-09	-0.00063557306	-5.9604645e-08	-0.000598487	0.13873334	-0.052333243	25.280321	-14.665686	0	0	1.0	1.5260067	0.0014780716	2100000	1711.3887448310852
70	17.567554	1.6931987	19.831392	13.312899	77.2	22.171152	112.0	36.0	1000.0	183903.0	0.08633943661971831	1.8304693	0.49544638	3.1140985	-0.27113083	8.372163	5.314634	36.15001	-8.2155695	1.3411045e-08	-0.00031603366	2.9802322e-08	-0.00010426289	0.14848696	-0.047637098	23.832113	-13.733831	0	0	1.0	1.5255306	0.00019285223	2130000	1734.0559711456299
71	17.889091	2.7495744	22.110334	12.311697	80.7	27.249039	139.0	27.0	1000.0	186388.0	0.08629074074074074	1.8512408	0.5334658	3.2214196	-0.27177987	8.162733	5.298052	30.72213	-2.9041686	9.685754e-09	-0.0004162973	1.9371509e-08	0.0002645881	0.16955249	-0.053757817	28.089142	-16.627777	0	0	1.0	1.5251496	0.00030911568	2160000	1755.9264161586761
72	16.726141	5.135306	23.208061	-3.0953808	78.35	43.154694	152.0	0.0	1000.0	188699.0	0.08616392694063926	1.863075	0.5444406	3.0931296	-0.21783653	8.252551	5.1277227	30.844904	-3.9143875	5.9604646e-09	-0.0007591916	2.682209e-08	0.0014757551	0.202969	-0.10448976	24.904331	-15.250055	0	0	1.0	1.5249813	0.0010281295	2190000	1776.4853591918945
73	17.745667	2.023431	22.830917	15.662893	81.75	25.893774	134.0	38.0	1000.0	191101.0	0.08608153153153153	1.89421	0.52241206	3.1878073	-1.1292214	8.307618	5.2493734	41.04642	-3.600995	7.450581e-09	-0.000347877	-2.682209e-08	0.00059753656	0.122226596	-0.041398216	21.90691	-12.461098	0	0	1.0	1.5248933	0.00022985935	2220000	1797.2480375766754
74	17.86811	3.4499598	26.811481	12.384744	80.9	32.999847	139.0	6.0	1000.0	193466.0	0.08598488888888889	1.8580484	0.52412075	3.0216439	-0.6657335	8.067778	5.036836	33.700947	-4.4218864	-1.2665987e-08	-0.0006164034	0.0	-0.00045002997	0.16049337	-0.04761137	20.282629	-11.682717	0	0	1.0	1.5245893	0.00037177274	2250000	1817.6269342899323
75	17.667933	2.070465	22.530266	14.374683	67.05	29.774948	123.0	9.0	1000.0	195629.0	0.08580219298245614	1.8005258	0.5530491	3.2513313	-0.5718387	7.967183	4.922319	35.09215	-2.2208114	1.6391278e-08	-0.0005107728	4.172325e-08	0.0011414818	0.17179736	-0.06490994	23.667454	-14.405797	0	0	1.0	1.5241678	0.0009841355	2280000	1838.0573420524597
76	18.24531	2.3016026	22.953875	11.838277	81.65	32.68987	150.0	15.0	1000.0	198112.0	0.08576277056277057	1.8880222	0.5204809	3.0793035	-0.12796947	7.917325	5.362054	33.808716	-3.5542402	5.9604646e-09	-0.00792473	1.4901161e-09	-9.05374e-05	0.14476493	-0.049019862	27.78072	-16.225616	0	0	79.0	1.523845	0.004968551	2310000	1865.5010590553284
77	17.276592	2.0906744	20.133204	13.916519	89.7	36.9298	171.0	24.0	1000.0	200715.0	0.08577564102564103	1.8702565	0.5204169	2.9156444	-0.22106072	8.215558	5.4106803	38.132572	-3.9984097	4.4703485e-09	-0.007393324	-1.1920929e-08	-0.0004910113	0.10753526	-0.035303283	30.40838	-18.305172	0	0	79.0	1.5150917	0.0051957853	2340000	1893.303817987442
78	18.878672	3.188692	24.74781	12.856634	80.15	26.773634	159.0	40.0	1000.0	203014.0	0.08565991561181435	1.8237036	0.51237684	2.838813	-0.41763565	8.275249	5.5632796	35.297073	-3.4063225	1.4901161e-09	-0.007883106	2.9802322e-08	5.3250977e-05	0.16322608	-0.05447949	26.1162	-15.440283	0	0	79.0	1.4823425	0.0054104505	2370000	1920.4480199813843
79	18.005945	2.6256	23.528748	13.241319	89.25	27.342047	151.0	37.0	1000.0	205499.0	0.08562458333333334	1.9210231	0.5456311	3.3912258	-0.25707537	7.623148	5.1415577	38.53834	-4.014359	2.9802323e-09	0.0027524824	1.4901161e-08	0.0015124669	0.14370629	-0.053801037	22.793558	-12.951197	0	0	2.0	1.4493374	0.0074678897	2400000	1939.9760439395905
80	18.58581	2.4178007	22.088917	12.684743	74.5	30.881224	114.0	2.0	1000.0	207647.0	0.0854514403292181	1.8630106	0.49913687	3.1203146	-0.16117044	8.204969	5.152453	37.66596	-4.3934546	2.9802323e-09	0.0023743804	-3.2782555e-08	-0.0048610354	0.1557068	-0.05366373	24.039562	-14.400656	0	0	1.0	1.4491949	0.009015503	2430000	1961.9139230251312
81	18.385687	3.0288098	23.239527	14.177421	73.75	32.927002	147.0	14.0	1000.0	209784.0	0.08527804878048781	1.8972213	0.5321732	2.9191225	-0.6926002	7.5091496	4.7407184	31.65997	-3.3223286	-7.450581e-09	-0.0003866583	5.9604646e-09	-0.0002557857	0.14872327	-0.041724086	22.480122	-11.620393	0	0	1.0	1.4490905	0.001401449	2460000	1984.0580534934998
82	17.749126	1.8658942	20.878473	15.032591	92.7	36.87289	175.0	31.0	1000.0	212388.0	0.08529638554216867	1.8922873	0.5412405	3.3127565	-0.24355535	7.6983113	5.2690997	39.19458	-4.517771	-2.0861625e-08	-0.00092810317	1.4901161e-08	0.0005701017	0.14919572	-0.06352058	24.273571	-14.2279005	0	0	1.0	1.4491084	0.0010269352	2490000	2004.6658730506897
83	18.20152	2.9356995	24.528784	12.7216625	77.9	31.921623	148.0	15.0	1000.0	214689.0	0.08519404761904761	1.8869468	0.49554732	3.08036	-0.06407978	8.923695	5.237786	31.918364	-3.1601279	8.940697e-09	3.959483e-05	-1.7881394e-08	0.0006765925	0.14439738	-0.049523123	26.818884	-15.24971	0	0	1.0	1.449312	0.004827153	2520000	2024.9370336532593
84	18.217295	2.4204452	23.037476	13.332375	85.55	26.932276	127.0	25.0	1000.0	217321.0	0.08522392156862744	1.8675944	0.51303506	3.1220295	-0.23996122	8.391049	5.4666038	35.037445	-4.363107	-2.2351743e-09	-0.00052235764	2.5331975e-08	-0.0003289681	0.15427622	-0.05916317	25.53969	-14.476056	0	0	1.0	1.4495862	0.0012275184	2550000	2047.0777750015259
85	18.233006	2.7342737	24.36406	13.576765	77.5	32.344242	145.0	25.0	1000.0	219570.0	0.0851046511627907	1.8908446	0.526058	3.0450685	-0.17324343	8.44755	5.388526	41.11012	-3.98886	-1.4901161e-08	-0.00031782623	-1.7881394e-08	0.0003790991	0.17693505	-0.064211905	24.20271	-13.593959	0	0	1.0	1.4498305	0.0007345431	2580000	2067.8188741207123
86	18.000114	2.373125	23.69156	13.948614	77.6	37.4932	162.0	4.0	1000.0	221959.0	0.08504176245210728	1.8867344	0.52705014	3.685448	-0.08985257	7.9833884	5.270684	33.497482	-3.3195643	7.4505807e-10	-0.0004345105	5.9604645e-08	0.00012329644	0.16256717	-0.06624053	26.782877	-15.173391	0	0	1.0	1.4503336	0.00047527524	2610000	2088.574853181839
87	18.919867	2.571037	24.764597	15.190664	73.75	23.051844	113.0	22.0	1000.0	224130.0	0.08489772727272728	1.9090059	0.50770473	3.258624	-0.02502285	7.6580853	5.548169	35.55766	-5.4920697	1.7881394e-08	-0.00045214593	-2.682209e-08	0.00024885015	0.16447067	-0.061347008	23.793919	-12.975912	0	0	1.0	1.451035	0.0033285306	2640000	2109.598742723465
88	18.329124	2.391393	22.573202	13.423314	73.4	29.830187	136.0	8.0	1000.0	226428.0	0.08480449438202248	1.8837513	0.5114099	3.2095633	-0.11094309	7.709302	5.210752	36.044647	-4.5038314	3.7252903e-09	-0.00014288888	-2.682209e-08	8.396888e-05	0.14183754	-0.05546028	26.216808	-14.264453	0	0	1.0	1.4516845	0.00018072333	2670000	2130.6041038036346
89	18.5095	2.487136	22.337584	13.086987	89.05	35.336205	180.0	15.0	1000.0	229068.0	0.08484	1.9198971	0.5245292	3.222391	-0.09609572	8.750245	5.586521	38.328106	-4.048755	1.4901161e-08	-0.0008901393	-5.9604646e-09	0.00085961184	0.14655682	-0.056092024	25.67538	-13.399895	0	0	1.0	1.4520309	0.0017072152	2700000	2151.577986240387
90	18.053146	2.5148847	23.171724	13.576969	75.6	32.106697	126.0	14.0	1000.0	231400.0	0.08476190476190476	1.8766404	0.49967653	3.101007	0.07313244	8.959208	5.025956	33.212883	-4.5685153	0.0	-0.0006031798	5.9604646e-09	0.0016642269	0.1436735	-0.057137787	23.702374	-12.196023	0	0	1.0	1.4523532	0.0013260089	2730000	2172.6915805339813
91	18.861805	2.3656662	23.193476	14.695393	89.5	26.87843	132.0	34.0	1000.0	233814.0	0.08471521739130435	1.9111177	0.48750445	3.052812	-0.16614552	8.27561	5.3489633	35.74151	-3.924088	-6.7055224e-09	-0.0005386577	-2.9802322e-08	-0.00036735422	0.13930327	-0.057276666	23.067842	-11.531618	0	0	1.0	1.45274	0.0017600671	2760000	2194.816121339798
92	19.05719	2.603418	22.622375	12.644456	86.35	32.458088	153.0	7.0	1000.0	236324.0	0.08470394265232975	1.8994277	0.4995189	3.2440019	0.031224445	8.248936	5.1369553	40.22184	-2.4352174	2.9802323e-09	-0.00077401643	-1.1920929e-08	-0.0006037174	0.15024324	-0.05546065	25.830694	-13.05099	0	0	1.0	1.4529909	0.0016332973	2790000	2216.094122171402
93	18.333523	1.909872	22.555302	15.386167	67.85	21.49715	115.0	30.0	1000.0	238497.0	0.08457340425531915	1.9588633	0.511402	3.6400528	-0.0028798366	8.376333	5.3853784	40.12071	-3.7818506	-4.842877e-09	-0.00045842506	-3.2782555e-08	-0.00065171253	0.14572152	-0.05546117	22.599268	-12.114316	0	0	1.0	1.4530227	0.00071089354	2820000	2237.0467009544373
94	18.633701	3.164277	25.7054	12.471515	77.8	40.72296	154.0	0.0	1000.0	240787.0	0.08448666666666667	1.902276	0.49373794	3.0952907	-0.06948351	7.7571626	5.2736645	34.16135	-1.716598	5.9604646e-09	-0.000778213	2.8312206e-08	-0.00028033686	0.16765746	-0.07045062	27.177387	-13.6722765	0	0	1.0	1.4531686	0.0017165228	2850000	2258.4971528053284
95	18.535297	2.3642263	22.012455	13.601729	70.25	28.764345	122.0	11.0	1000.0	242917.0	0.08434618055555555	1.9117444	0.5134172	3.467401	-0.4079035	8.12724	5.6312394	45.566597	-2.467955	-2.9802323e-09	-0.0009947235	7.4505807e-10	-3.7308877e-05	0.14293548	-0.06963586	22.044018	-11.658928	0	0	1.0	1.4532177	0.001112792	2880000	2281.674463748932
96	17.876635	2.6542542	22.608215	12.91475	71.7	24.970182	106.0	20.0	1000.0	245060.0	0.08421305841924398	1.8893743	0.5115785	3.375046	-0.043222353	7.3319783	5.260972	38.45738	-3.054179	2.9802323e-09	-0.0006979515	-5.9604646e-09	-6.952738e-05	0.15688613	-0.06299336	23.10267	-11.784154	0	0	1.0	1.4533994	0.0010751958	2910000	2305.2142271995544
97	19.792942	2.4877126	24.724457	15.533109	81.5	26.802052	141.0	26.0	1000.0	247484.0	0.084178231292517	1.9074018	0.4747881	3.362197	-0.23219506	7.5979385	4.6871634	32.742134	-4.780342	-1.4901161e-09	-0.0007514163	7.450581e-09	-0.00057876186	0.18732552	-0.08632574	22.267118	-11.025217	0	0	1.0	1.453589	0.0018263822	2940000	2328.2916762828827
98	19.415878	1.9837197	23.035524	15.365617	86.8	35.830994	138.0	32.0	1000.0	249969.0	0.08416464646464647	1.9454511	0.5060391	3.4541917	-0.039569784	8.477124	5.4467754	34.17139	-2.9883363	-5.9604646e-09	-0.00039828016	-3.8743018e-08	0.00063277327	0.1535557	-0.06202354	25.503521	-13.521131	0	0	1.0	1.4538231	0.00034971884	2970000	2352.0560002326965
99	18.180643	2.639314	24.474174	14.150977	67.3	24.00229	102.0	5.0	1000.0	252064.0	0.08402133333333334	1.8965338	0.48871577	3.3241987	-0.06397645	8.492944	5.3057337	36.52519	-2.5599713	-1.4901161e-09	-0.0006339814	5.9604646e-09	-0.00017603002	0.14196424	-0.058549713	23.370382	-12.310589	0	0	1.0	1.453902	0.0012182179	3000000	2373.6893787384033
100	19.212936	2.9038258	24.36181	12.542617	74.0	28.595455	128.0	27.0	1000.0	254165.0	0.08388283828382838	1.8947349	0.489488	3.4205072	-0.20789337	7.4934783	5.162067	37.693443	-6.0682526	-1.4901161e-09	-0.00042229248	-1.3411045e-08	-0.0023006392	0.16706555	-0.07553384	23.44562	-12.096538	0	0	1.0	1.4537399	0.0006209887	3030000	2395.387857913971
101	18.333645	2.2949991	24.336506	15.494598	88.1	36.88889	158.0	16.0	1000.0	256821.0	0.08392843137254902	1.9137512	0.5085632	3.9321396	-0.0040668612	8.219769	5.4099536	48.62567	-3.245523	-4.4703485e-09	-0.00019579586	5.9604645e-08	2.02853e-05	0.17196831	-0.071661934	29.117634	-16.045776	0	0	1.0	1.4535224	0.00014205197	3060000	2416.9074923992157
102	18.219706	2.8395627	25.06072	11.865887	86.5	27.75698	134.0	33.0	1000.0	259569.0	0.08400291262135923	1.9301959	0.52241266	3.4014235	-0.12997466	9.270912	5.4704485	42.736164	-1.634061	2.3841858e-08	-0.0003301586	2.9802322e-08	-0.00051052	0.16666093	-0.07255359	27.865927	-15.383196	0	0	1.0	1.4535427	0.00039262837	3090000	2439.1009483337402
103	18.889593	2.610431	25.01684	14.552519	70.0	27.528168	142.0	18.0	1000.0	261765.0	0.08389903846153846	1.9041916	0.52537626	3.4492998	-0.44707486	8.612871	5.246085	35.389473	-2.2211452	-1.3411045e-08	-0.00029932352	1.7881394e-08	-5.5490247e-05	0.18372354	-0.083522364	21.782978	-11.926144	0	0	1.0	1.4536633	0.00049124967	3120000	2461.635853767395
104	19.423965	2.30947	23.660255	14.981055	74.35	29.43854	120.0	19.0	1000.0	263938.0	0.08378984126984126	1.9219079	0.49853125	3.3287237	-0.15404546	7.733397	5.0551434	37.112164	-2.9515474	8.940697e-09	-0.00027426574	7.450581e-09	-0.0001072265	0.19748242	-0.09336233	20.612906	-11.113874	0	0	1.0	1.4538617	0.00028069358	3150000	2484.0583579540253
105	17.987183	2.542018	23.199808	13.889591	94.9	31.45775	156.0	44.0	1000.0	266599.0	0.08383616352201258	1.9722726	0.5341284	3.7586448	-0.3146546	8.057761	5.170306	37.884758	-4.0662456	-1.6391278e-08	-0.0005650463	0.0	-0.00017553606	0.16644643	-0.08015521	27.076935	-14.803141	0	0	1.0	1.4539099	0.0013605213	3180000	2506.4383766651154
106	18.825289	1.9079874	22.492174	15.135175	68.45	28.694033	112.0	0.0	1000.0	268786.0	0.08373395638629283	1.901477	0.52283937	3.4894102	-0.09285159	8.165741	5.252846	36.458126	-4.9452333	1.9371509e-08	-0.00056902063	5.9604646e-09	0.0004336591	0.13929778	-0.06209457	20.743008	-10.804122	0	0	1.0	1.453846	0.0007307385	3210000	2528.6857051849365
107	18.802982	2.3217466	22.210278	14.552978	74.8	31.094372	141.0	24.0	1000.0	270995.0	0.08364043209876543	1.8741674	0.48113388	3.077532	-0.5126148	7.9296446	5.1561007	36.716232	-4.932368	2.9802323e-09	-0.007617084	3.1292437e-08	0.00052920973	0.15574165	-0.06691275	22.676186	-12.043162	0	0	79.0	1.4537792	0.00541804	3240000	2558.3718099594116
108	18.997532	2.4653294	23.936739	13.786376	80.75	34.05125	142.0	22.0	1000.0	273311.0	0.08358134556574924	1.8958423	0.47792175	3.1618779	-0.40239838	7.497732	4.9912744	31.745281	-3.8948889	1.4901161e-09	-0.0072207884	1.6391278e-08	-0.0011419228	0.1289119	-0.048757482	23.253948	-13.256739	0	0	79.0	1.4388626	0.0051368894	3270000	2588.739241838455
109	18.45135	2.3994117	25.223032	14.028805	77.9	37.39639	165.0	13.0	1000.0	275549.0	0.08349969696969697	1.8582373	0.50332105	3.1562965	-0.23219568	7.803842	5.3053956	38.551426	-3.6121752	-1.0430813e-08	-0.008056225	4.321337e-08	0.0029962172	0.17792061	-0.067327574	20.944695	-10.784492	0	0	79.0	1.4156301	0.0054266946	3300000	2616.077635526657
110	18.901707	2.6511676	24.674187	14.434617	81.8	28.32243	133.0	26.0	1000.0	277910.0	0.08345645645645645	1.9424016	0.49528438	3.340091	0.025949474	7.7956176	5.3183084	39.10867	-2.816599	2.9802323e-09	-0.0074327467	1.4901161e-08	0.0018152557	0.18769917	-0.07486321	25.00675	-12.328797	0	0	79.0	1.3916194	0.005308678	3330000	2644.5758798122406
111	18.373388	2.555571	22.859854	14.170671	87.4	39.064564	147.0	30.0	1000.0	280332.0	0.08343214285714286	1.9355301	0.48784748	3.448407	-0.0081752455	8.054718	5.331959	34.268063	-3.0484362	-1.4901161e-09	-0.008179231	-1.1920929e-08	-0.0019880726	0.14948621	-0.058698107	24.507917	-12.890518	0	0	79.0	1.3725405	0.0052929213	3360000	2672.3835701942444
112	19.121874	2.4264224	24.216902	15.00376	68.45	27.941858	123.0	18.0	1000.0	282450.0	0.08331858407079647	1.9518974	0.47470045	3.2003188	-0.27437338	7.866326	5.1735287	37.60337	-2.7889984	-5.9604646e-09	0.0038028322	5.364418e-08	0.0009336451	0.16189136	-0.059110682	20.744566	-11.178351	0	0	6.0	1.3579338	0.011169576	3390000	2692.8130395412445
113	19.166183	2.1912405	23.494453	14.515028	73.3	34.65559	154.0	32.0	1000.0	284593.0	0.08321432748538012	1.9937812	0.47921667	4.1986175	-0.06617475	7.436232	5.1189365	36.398293	-4.0076895	0.0	0.0016132433	-4.4703484e-08	-0.0012097178	0.14418647	-0.061437406	19.918451	-10.302142	0	0	1.0	1.3579259	0.0058642663	3420000	2712.9053032398224
114	18.569576	2.1265197	22.682547	14.043544	90.8	24.07613	136.0	45.0	1000.0	287102.0	0.08321797101449276	1.9406734	0.4952184	3.6775084	-0.026195783	8.00359	5.6514196	33.725376	-6.4197693	1.4901161e-08	-0.00021886919	-5.9604646e-09	0.00046018232	0.13900992	-0.05700441	23.352474	-12.920627	0	0	1.0	1.3580594	0.0033788271	3450000	2732.8859028816223
115	19.328156	2.3113995	23.361294	14.294674	79.1	31.877737	137.0	26.0	1000.0	289461.0	0.08317844827586207	1.9627798	0.46605515	3.1708531	0.06479972	8.4693575	5.325545	38.952858	-2.5414546	0.0	-2.3922232e-05	1.1920929e-08	0.000100376456	0.16138569	-0.06375809	20.928482	-11.124555	0	0	1.0	1.3584293	0.0033024098	3480000	2752.8216207027435
116	18.925598	2.7382562	24.092577	13.510135	94.5	28.000893	164.0	47.0	1000.0	292193.0	0.08324586894586894	1.9795943	0.4888678	3.3564155	-0.01411601	8.424146	5.4191756	38.527306	-1.4563168	-6.7055224e-09	-0.00035449667	4.172325e-08	0.00030200425	0.1829854	-0.08195807	23.943012	-12.8268585	0	0	1.0	1.3588576	0.0007648522	3510000	2773.3372673988342
117	19.707962	1.9637145	23.997173	15.679743	76.4	25.192062	132.0	28.0	1000.0	294458.0	0.08318022598870056	1.8624617	0.52329695	3.1731093	-0.4179213	8.663273	5.536864	37.349785	-3.8563483	8.195639e-09	-0.0006531343	-2.3841858e-08	-0.000716502	0.20195453	-0.1058202	21.02717	-10.613606	0	0	1.0	1.3593843	0.00071664725	3540000	2793.4210729599
118	19.631702	2.1931002	22.95825	15.451858	76.7	31.527924	145.0	25.0	1000.0	296756.0	0.0831249299719888	2.0027323	0.4866812	3.0632534	-0.022281162	8.140695	4.91918	36.022747	-2.3060608	-4.4703485e-09	-0.0008548759	0.0	0.0009846166	0.15446362	-0.061777424	21.165909	-10.045405	0	0	1.0	1.3600929	0.004954432	3570000	2813.983676671982
119	18.812296	2.1154766	22.622091	14.885286	63.5	27.412588	129.0	22.0	1000.0	298971.0	0.0830475	2.0289166	0.46974888	3.1670372	-0.040292688	7.769346	5.367543	33.26639	-4.986069	6.3329937e-09	-0.0008826645	8.940697e-09	0.00094456784	0.14949392	-0.06747919	25.13208	-13.328753	0	0	1.0	1.3608606	0.0033688575	3600000	2834.2507779598236
120	18.913166	4.3033175	24.293472	3.3085167	82.5	33.703857	148.0	26.0	1000.0	301526.0	0.08306501377410469	1.999944	0.44370225	3.4087038	0.20634776	8.451842	5.4142346	38.271233	-2.1254735	-1.45286325e-08	-0.0005001574	2.3841858e-08	-0.00043585952	0.22275564	-0.1259376	24.894608	-13.079424	0	0	1.0	1.3614571	0.0018305419	3630000	2854.9950938224792
121	19.197775	2.1690955	23.280725	15.170313	77.4	30.568613	130.0	25.0	1000.0	303980.0	0.08305464480874317	2.0027218	0.47436705	3.3174658	-0.46706995	8.771625	5.1908355	40.364834	-3.8729744	-5.2154063e-09	0.00015112171	2.3841858e-08	0.0017515201	0.14971013	-0.057719707	21.682217	-10.152573	0	0	1.0	1.3619032	0.0071566934	3660000	2875.1223900318146
122	19.347538	2.4739733	23.47628	13.9102955	68.25	25.13936	116.0	7.0	1000.0	306081.0	0.08294878048780488	1.9716626	0.4825847	3.1692643	-0.28901312	8.02553	5.1479974	31.186945	-1.8814907	-9.685754e-09	-5.177624e-05	-8.940697e-09	-0.00048614046	0.13000736	-0.050815772	19.051865	-8.963031	0	0	1.0	1.3620152	0.0025814236	3690000	2896.5991723537445
123	17.85228	5.5501432	22.93211	-3.9877694	74.85	33.463825	143.0	0.0	1000.0	308370.0	0.08289516129032258	1.915331	0.5228316	3.3348112	-1.092292	7.6017203	5.070255	31.397692	-2.9456136	2.0861625e-08	-0.0007872664	1.1920929e-08	0.0016781114	0.1767188	-0.09653409	22.206577	-10.773996	0	0	1.0	1.3620787	0.002349012	3720000	2916.419065952301
124	20.339336	2.1531594	25.267769	16.762661	72.85	27.878801	120.0	21.0	1000.0	310623.0	0.0828328	1.9682956	0.4526272	3.212342	-0.551995	7.6736665	5.166119	46.83519	-3.1192856	0.0	-0.00020578015	1.7881394e-08	-0.00069976086	0.1605724	-0.07091256	19.548817	-8.671408	0	0	1.0	1.362242	0.0018338852	3750000	2937.0544085502625
125	18.703804	2.23207	22.752651	13.733246	80.1	34.00868	165.0	24.0	1000.0	312889.0	0.08277486772486772	2.0132165	0.52411044	3.7492633	-0.86510926	7.592334	5.310875	35.987823	-2.367646	-7.450581e-09	-0.00028571347	4.172325e-08	3.707339e-05	0.15265435	-0.07099887	23.24926	-11.591678	0	0	1.0	1.3624017	0.0012043972	3780000	2957.1966819763184
126	18.55562	1.5870777	22.220705	15.48531	78.1	25.657162	131.0	31.0	1000.0	315205.0	0.08273097112860893	1.9385296	0.47891894	3.1407871	-0.4386003	7.966826	5.341175	38.33912	-2.746528	4.4703485e-09	-0.0009402493	-3.576279e-08	0.0019951747	0.144924	-0.07215036	23.745518	-11.554982	0	0	1.0	1.3628337	0.0020689305	3810000	2977.7479979991913
127	19.68593	2.0102665	24.744566	15.341883	75.2	26.272799	127.0	30.0	1000.0	317442.0	0.0826671875	1.959374	0.47459432	3.6514642	-0.104139	7.657741	5.129554	41.550407	-1.6364781	0.0	-0.00066833117	-4.917383e-08	-0.0009642864	0.16897541	-0.080775544	21.499561	-9.638582	0	0	1.0	1.3633759	0.001641473	3840000	2997.6420900821686
