Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
128	19.637804	1.8434918	22.94653	15.784477	68.15	22.197466	108.0	21.0	1000.0	319635.0	0.08259302325581395	1.9882138	0.47016543	3.4132419	-0.09643432	7.362559	5.141059	37.29035	-2.2820756	3.7252903e-09	-0.00046954508	1.9371509e-08	-0.000571403	0.1585946	-0.07737261	19.007742	-8.884527	0	0	1.0	1.3637769	0.0006296971	3870000	3017.543044090271
129	19.21648	2.0592449	22.786055	13.092803	84.2	28.350662	139.0	38.0	1000.0	322093.0	0.08258794871794872	2.0052552	0.49500674	3.6362371	-0.05571306	8.262003	5.260853	35.863094	-1.5235884	-7.4505807e-10	-0.0004403255	3.054738e-08	-0.0031431406	0.15821095	-0.08005889	21.104382	-10.2038	0	0	1.0	1.3640589	0.0045832195	3900000	3037.926768064499
130	19.982698	1.9675642	23.218187	16.5165	68.3	30.225983	124.0	19.0	1000.0	324240.0	0.08250381679389313	1.9765224	0.49748278	3.5347142	-0.27117342	7.803414	4.9131875	32.784584	-2.416037	7.4505807e-10	-0.000970665	7.450581e-09	0.00045210123	0.18448684	-0.09528265	19.051825	-8.759631	0	0	1.0	1.3644336	0.0016297254	3930000	3058.096527814865
131	18.731478	2.5359192	23.159536	12.865139	66.1	26.834494	128.0	25.0	1000.0	326394.0	0.08242272727272727	1.9733487	0.48907617	3.412402	-0.42177576	7.756239	5.289469	33.157246	-2.6842399	-1.4901161e-09	-0.0005655972	-5.9604646e-09	-0.00053777755	0.17195189	-0.086635515	17.56221	-7.7992873	0	0	1.0	1.3648131	0.00094962894	3960000	3078.299715280533
132	18.660995	2.045346	24.974697	15.86013	70.2	32.311916	170.0	14.0	1000.0	328540.0	0.08234085213032581	1.9669783	0.48646832	3.491509	-0.2661837	7.3526187	4.8195343	38.832027	-3.6437852	1.4901161e-09	-0.0004959578	-1.4901161e-08	-0.00061155565	0.1412857	-0.073299825	20.45345	-9.6709795	0	0	1.0	1.3651254	0.00035610626	3990000	3098.6430039405823
133	19.862457	2.833824	24.542522	12.305573	78.15	40.230927	179.0	14.0	1000.0	330960.0	0.08232835820895522	1.9639056	0.44863433	4.1888785	-0.036170416	8.004553	5.6593957	45.69112	-2.3113015	1.1920929e-08	-0.00045188208	-2.682209e-08	-0.0016676628	0.15066972	-0.0729209	23.60426	-11.670633	0	0	1.0	1.365217	0.0011827268	4020000	3118.3212122917175
134	19.184107	2.0856736	25.056723	16.050505	85.75	31.094814	146.0	39.0	1000.0	333301.0	0.08229654320987655	1.9952295	0.4723503	3.278211	0.015983252	8.431245	5.548688	34.424355	-3.8417304	1.1920929e-08	-0.0010523727	0.0	-0.000119544195	0.15182014	-0.07130221	23.683798	-11.444432	0	0	1.0	1.3652487	0.0009818303	4050000	3138.6577887535095
135	18.893707	2.0580583	23.64062	14.661626	73.65	32.04727	135.0	30.0	1000.0	335444.0	0.08221666666666666	1.9583914	0.46906734	3.3381538	-0.31277853	7.9779544	5.500033	41.136387	-2.6874433	-1.1920929e-08	-0.00049895945	1.1920929e-08	0.00014063921	0.14762391	-0.078826115	22.50712	-10.693029	0	0	1.0	1.3653524	0.0007368055	4080000	3158.937747001648
136	19.435705	2.3986175	23.433222	15.403413	69.8	32.877956	130.0	19.0	1000.0	337585.0	0.08213746958637469	2.0035179	0.47301418	3.8958373	0.2248389	7.3481793	5.0765386	35.193363	-4.00741	0.0	-0.0002265241	-1.7881394e-08	0.00016534682	0.17419407	-0.086322464	20.31741	-9.654127	0	0	1.0	1.3654163	0.0004106435	4110000	3179.2947220802307
137	18.726753	1.650806	21.508287	14.46547	77.9	28.41285	121.0	25.0	1000.0	339841.0	0.08208719806763284	2.000512	0.47690564	3.5989237	0.24736859	7.703268	4.9818172	33.283676	-2.7705536	-4.4703485e-09	-0.00065781834	-1.4901161e-08	0.00039006997	0.14958839	-0.07401286	17.384733	-8.209463	0	0	1.0	1.3653195	0.0012928837	4140000	3200.498833179474
138	20.136347	2.1503646	23.143188	16.409494	73.25	25.600538	121.0	11.0	1000.0	341997.0	0.0820136690647482	1.9942327	0.4731514	3.2706459	-0.08354326	7.505469	4.655364	37.953465	-5.9912744	4.4703485e-09	-0.00038097752	0.0	0.0011906852	0.14049277	-0.07307595	21.561548	-10.988378	0	0	1.0	1.3651552	0.0009195395	4170000	3223.2888655662537
139	20.173176	2.1557198	24.385439	15.028825	79.2	33.133972	151.0	23.0	1000.0	344393.0	0.08199833333333334	2.024388	0.45861232	3.366806	0.09405203	8.0208	4.9970345	40.542225	-1.2113764	1.3411045e-08	-0.0005878858	-2.3841858e-08	0.00096755225	0.13243559	-0.06754246	22.263294	-10.864675	0	0	1.0	1.3649423	0.0009127546	4200000	3243.854152441025
140	19.011906	2.6274562	26.550066	14.390876	73.25	28.129833	135.0	14.0	1000.0	346661.0	0.08195295508274232	2.0122485	0.4815042	3.2970579	0.24457566	7.9342136	5.1474357	34.914722	-2.8422341	5.5879354e-09	-0.0006614819	-5.9604646e-09	-9.711003e-05	0.1568062	-0.07643358	20.581003	-10.069969	0	0	1.0	1.3648102	0.0007372169	4230000	3263.8760652542114
141	19.234816	2.3483775	23.689137	14.931258	75.7	32.55626	138.0	29.0	1000.0	348780.0	0.08187323943661971	2.098125	0.4949648	3.7924652	0.24586748	7.6864123	5.2589574	42.041428	-5.1479363	-1.1920929e-08	-0.00026929373	-2.682209e-08	-0.00020525213	0.16055611	-0.08214841	22.022955	-11.055239	0	0	1.0	1.364774	0.00035904464	4260000	3285.6759121418
142	18.910513	2.2822282	25.416927	14.906937	75.35	30.827383	123.0	19.0	1000.0	351034.0	0.08182610722610723	2.028263	0.4651344	3.3276544	-0.0807886	7.31604	5.4434023	38.85128	-3.2617195	7.450581e-09	-0.0002664174	5.9604646e-09	0.00027379487	0.15100667	-0.06705312	21.098917	-10.690853	0	0	1.0	1.3646829	0.00027771087	4290000	3307.068412065506
143	19.61607	2.0745783	23.108763	14.404074	76.1	33.92477	168.0	30.0	1000.0	353231.0	0.08176643518518519	1.9710684	0.48767397	3.6247892	-0.64174896	7.2420535	5.197702	34.39628	-3.4924576	8.940697e-09	-0.00066339434	-5.9604646e-09	-0.0008499762	0.18433373	-0.09358314	21.284306	-10.910753	0	0	1.0	1.3644814	0.0013338038	4320000	3328.0278692245483
144	18.179672	1.8442113	22.823473	14.966956	64.65	23.050543	104.0	10.0	1000.0	355268.0	0.08167080459770115	2.021039	0.5125105	3.87089	0.15846874	7.641628	5.2133975	37.844524	-2.6728501	1.6391278e-08	-0.0010894531	-3.2782555e-08	-0.0019893046	0.14021425	-0.06896134	20.920725	-11.332426	0	0	1.0	1.3643551	0.0025830972	4350000	3348.2290437221527
145	20.825708	2.9301708	27.231173	15.044054	95.65	35.973984	161.0	30.0	1000.0	357857.0	0.08170251141552512	1.9831471	0.43064496	3.4883354	0.15198553	7.698201	5.143882	31.979246	-1.0437173	-1.3411045e-08	-0.007579317	1.7881394e-08	-0.0006291355	0.15764628	-0.081260756	25.264439	-12.535803	0	0	79.0	1.3642106	0.0049032774	4380000	3374.794508457184
146	19.372019	2.015817	23.4462	15.690299	70.95	27.60702	125.0	20.0	1000.0	360039.0	0.08164149659863945	2.0207512	0.48627752	3.7929058	0.042408776	8.246826	5.443161	37.581528	-4.0818944	-2.6077032e-09	-0.0074918615	-3.427267e-08	0.0009413734	0.15471032	-0.07420959	22.491192	-10.993823	0	0	79.0	1.3493991	0.0051378785	4410000	3400.6983251571655
147	20.242832	2.5879745	27.505638	16.32342	71.0	41.363026	192.0	0.0	1000.0	362074.0	0.0815481981981982	2.0139096	0.45662326	3.5474365	0.21314938	7.4399223	5.2302413	37.296844	-4.5630383	0.0	-0.0075330893	1.7881394e-08	0.0004892722	0.13894472	-0.065115035	24.419561	-12.271451	0	0	79.0	1.3262231	0.0050395294	4440000	3427.4268202781677
148	18.814594	1.786347	22.419216	15.427124	71.3	32.954666	123.0	9.0	1000.0	364100.0	0.08145413870246085	2.0117915	0.4537644	3.4538605	0.21380493	6.8961916	5.0637207	34.636276	-3.7043414	-8.940697e-09	-0.0077510225	1.4901161e-08	0.0016733482	0.1297321	-0.058313876	21.828259	-11.155397	0	0	79.0	1.301959	0.0054514604	4470000	3454.163724899292
149	19.689915	2.077502	23.56881	15.4402685	78.15	30.884098	145.0	16.0	1000.0	366423.0	0.08142733333333334	1.9781994	0.45022306	3.6130075	0.07692198	7.2357645	5.0831485	31.321817	-7.981175	-2.9802323e-09	-0.0072746845	-1.7881394e-08	0.0010301472	0.13247615	-0.07075826	20.098408	-9.675463	0	0	79.0	1.286665	0.004942342	4500000	3481.6763229370117
150	19.71829	1.4582996	23.045816	17.248701	75.7	32.96073	145.0	16.0	1000.0	368564.0	0.081360706401766	2.0065162	0.46621558	3.4188275	-0.75965244	8.15056	5.200175	38.093464	-2.0568395	1.5646219e-08	-0.0077088	-2.0861625e-08	-0.0012461429	0.13555452	-0.06907302	20.551098	-9.3239	0	0	79.0	1.272649	0.005539528	4530000	3509.005435228348
151	19.72385	3.0221925	23.852085	12.068589	72.95	35.705006	134.0	19.0	1000.0	370691.0	0.08129188596491228	2.0077624	0.47176465	3.3561306	-0.41184294	7.568231	4.861565	33.432274	-1.8517396	-2.9802323e-09	-0.008087869	-1.1920929e-08	0.0010876271	0.14975701	-0.07294518	19.192736	-8.662226	0	0	79.0	1.2496679	0.005596064	4560000	3536.2256031036377
152	20.598682	2.1892579	23.831894	14.827269	88.0	27.04071	131.0	52.0	1000.0	373236.0	0.08131503267973857	2.0181687	0.47210905	3.2576506	-1.2228425	7.6505723	5.236196	35.452217	-2.1650214	1.1920929e-08	-0.0061123883	-1.4901161e-09	-0.0010414533	0.15828294	-0.08527517	22.429451	-11.24679	0	0	79.0	1.2339609	0.007994509	4590000	3570.329012155533
153	19.48267	1.9984992	23.519787	16.922058	78.8	31.107233	144.0	3.0	1000.0	375410.0	0.08125757575757575	2.0533147	0.4663862	3.5094085	0.16219778	8.42993	4.952694	34.698177	-1.8729168	-3.3527612e-09	0.0013164319	-2.9802322e-08	0.0035958763	0.12581491	-0.06530785	23.593277	-11.030683	0	0	9.0	1.2179018	0.0075413836	4620000	3595.5719017982483
154	20.003668	2.0478837	24.455418	16.164513	64.95	28.336329	132.0	4.0	1000.0	377310.0	0.08114193548387097	2.0017343	0.43642366	3.133853	0.32591832	7.153274	4.9820676	38.53875	-2.7985861	-1.4156103e-08	0.001080978	-1.4901161e-09	2.8646644e-05	0.14933439	-0.077079095	18.309383	-8.019594	0	0	1.0	1.2140167	0.007002227	4650000	3620.6729288101196
155	20.13496	1.7255503	23.884632	15.530287	71.15	28.745913	130.0	21.0	1000.0	379418.0	0.08107222222222223	2.0278046	0.44775096	3.55186	0.20696333	7.1378856	5.081261	38.17609	-3.5206172	5.9604646e-09	0.003495351	4.321337e-08	0.0022041271	0.13944025	-0.06499506	20.485418	-8.313234	0	0	1.0	1.2130246	0.009691069	4680000	3645.0673406124115
156	20.023514	1.7661141	23.345612	16.496153	79.2	37.433407	159.0	26.0	1000.0	381692.0	0.08103864118895966	2.0426254	0.44956237	3.3337157	0.29292476	7.68238	5.15562	33.96216	-2.8708189	-7.450581e-09	-0.0004866573	2.682209e-08	0.0006617798	0.116459966	-0.058025442	23.472918	-10.030733	0	0	1.0	1.2122812	0.0042124526	4710000	3670.08709526062
157	20.924868	2.023058	24.744211	15.773532	68.45	22.615206	111.0	25.0	1000.0	383753.0	0.08096054852320675	2.039319	0.41768977	3.2173889	0.28860644	7.7455444	5.0145974	37.132603	-1.5552793	2.9802323e-09	-0.00053317763	-5.364418e-08	0.00028783857	0.14824207	-0.070199884	18.726767	-8.940353	0	0	1.0	1.2119074	0.0023233297	4740000	3694.457797765732
158	20.03748	1.8573035	23.781038	16.37503	58.95	40.339157	141.0	2.0	1000.0	385437.0	0.08080440251572327	2.0357482	0.43807742	3.9169607	0.116168424	6.382378	4.354864	31.436407	-1.9772073	-4.4703485e-09	0.0021172776	-1.1920929e-08	-0.0036141132	0.13112816	-0.061952073	17.656712	-7.5360594	0	0	1.0	1.2118773	0.009622208	4770000	3719.1033256053925
159	21.047312	2.6431885	26.801634	16.00524	78.9	31.674753	140.0	31.0	1000.0	387602.0	0.08075041666666667	2.0541308	0.421836	3.1243932	0.07466041	7.022023	5.2431207	32.016766	-2.2855105	9.685754e-09	0.002042239	-5.9604645e-08	-0.0019234046	0.14432847	-0.065764	19.269262	-8.733447	0	0	1.0	1.212244	0.008589518	4800000	3744.2071030139923
160	21.109076	2.4084513	27.385544	17.171595	67.5	32.625908	124.0	15.0	1000.0	389725.0	0.08068840579710145	2.0809703	0.43252295	3.3717828	0.45481086	7.0239167	4.7687984	33.120182	-1.791275	-2.6077032e-09	-6.552376e-05	5.6624412e-08	-8.986145e-05	0.14284666	-0.0673318	20.703075	-9.887014	0	0	1.0	1.2128055	0.005395	4830000	3769.289295434952
161	20.60197	1.8799103	23.909119	16.828697	55.05	31.531689	120.0	0.0	1000.0	391489.0	0.08055329218106996	2.1046383	0.42579368	3.139922	0.29055354	7.1240177	4.799556	32.95189	-5.946424	-2.9802323e-09	0.006356752	-8.940697e-09	0.0027791373	0.12121992	-0.05149294	18.973091	-8.528502	0	0	1.0	1.2136135	0.016132012	4860000	3794.217087507248
162	21.279377	1.7299157	27.060614	18.136755	61.9	26.761726	121.0	14.0	1000.0	393441.0	0.08045828220858896	2.0832076	0.41486263	3.7813683	0.24797483	6.324207	4.48625	31.794266	-6.128456	2.9802323e-09	-0.0007906027	0.0	0.0016300794	0.14072874	-0.06395148	22.287832	-8.54762	0	0	1.0	1.2146406	0.004281896	4890000	3817.0880341529846
163	20.39325	1.8942934	24.93347	17.301403	65.4	33.69481	139.0	0.0	1000.0	395104.0	0.08030569105691057	2.1161318	0.42859343	3.5633135	-0.25188646	6.4810853	4.531407	30.415493	-1.8846076	5.9604646e-09	-0.00029186148	-1.7881394e-08	-0.00020799375	0.12910396	-0.056543082	19.308727	-8.841838	0	0	1.0	1.2158217	0.0035209202	4920000	3837.0178775787354
164	20.945196	1.96565	25.309166	17.6057	67.4	34.25697	158.0	0.0	1000.0	397090.0	0.08022020202020202	2.1053598	0.41770527	3.6071377	0.521372	6.5802946	4.8690352	37.946262	-2.279612	-4.4703485e-09	-0.0010302848	-2.0116568e-08	-0.0014751937	0.10431675	-0.04504726	21.954119	-9.489967	0	0	1.0	1.2170042	0.0013040304	4950000	3857.6533572673798
165	21.007008	2.2574236	26.317415	18.192734	68.8	38.30744	135.0	0.0	1000.0	399168.0	0.08015421686746987	2.0935526	0.39831188	3.5239372	0.35909423	6.7942677	4.714722	33.25221	-1.9049486	4.4703485e-09	-0.0013859392	4.4703484e-08	-0.0006245682	0.11159097	-0.045157928	22.601282	-8.84924	0	0	1.0	1.2180576	0.003029301	4980000	3877.737493276596
166	20.804605	2.0499034	25.589605	18.079315	67.8	30.645718	130.0	12.0	1000.0	401076.0	0.08005508982035928	2.1014924	0.4216462	3.421074	0.4339155	6.8233075	4.6857057	34.91878	-4.6442094	-2.2351743e-09	-0.0014778909	-1.7881394e-08	-0.0011811948	0.13214731	-0.057498902	20.752407	-8.179179	0	0	1.0	1.2192717	0.0021680437	5010000	3897.690561056137
167	20.824368	2.0901859	24.801186	16.449085	63.75	37.453804	140.0	0.0	1000.0	403005.0	0.07996130952380952	2.1022322	0.41879487	3.6794953	0.44895312	7.0541687	5.0178533	32.096245	-2.4225516	5.9604646e-09	0.0024784887	-1.1920929e-08	-0.0034079342	0.10995208	-0.04946984	24.14603	-10.569513	0	0	1.0	1.2204546	0.010982674	5040000	3917.380314350128
168	20.884575	1.5608233	23.739292	18.247871	62.75	31.317526	108.0	0.0	1000.0	404777.0	0.07983767258382643	2.1077797	0.41930592	3.6370947	0.46447143	6.222272	4.7356677	31.845524	-7.097918	4.4703485e-09	-0.0010647273	-5.9604646e-09	0.00011250419	0.11031763	-0.0452584	21.571484	-9.753322	0	0	1.0	1.2214377	0.0021394216	5070000	3937.896879673004
169	21.391348	1.6374986	25.171753	18.608356	52.15	30.995605	122.0	0.0	1000.0	406474.0	0.07970078431372549	2.1204972	0.38918814	3.1896522	0.6081169	5.780339	4.357606	31.021215	-5.0157733	-3.7252903e-09	-0.0010942088	-5.9604646e-09	-0.0021107572	0.10319855	-0.04253056	20.14893	-7.4604864	0	0	1.0	1.222404	0.00477767	5100000	3957.3742876052856
170	20.743694	1.800013	24.656708	18.1151	66.95	36.55335	170.0	20.0	1000.0	408487.0	0.0796270955165692	2.153445	0.3990883	3.3149347	0.6838125	6.1734104	4.60658	32.305264	-2.5743895	7.450581e-09	-0.0010997225	0.0	-0.0031189518	0.086852595	-0.03936655	29.413654	-11.072142	0	0	1.0	1.2232211	0.0071971253	5130000	3977.219079732895
171	21.37677	1.6814408	23.834742	17.963116	59.15	33.30807	117.0	0.0	1000.0	410142.0	0.07948488372093024	2.1042714	0.37228706	3.3222842	0.72261906	6.4714613	4.3180327	36.499718	-2.0691772	-1.4901161e-08	0.00074172637	1.4901161e-08	0.0003575705	0.10070338	-0.042825427	21.850544	-9.241535	0	0	1.0	1.2240367	0.0069484846	5160000	3996.725169658661
172	21.917818	1.6652597	25.57141	18.75772	47.75	32.609623	137.0	0.0	1000.0	411726.0	0.0793306358381503	2.1881137	0.37395382	3.4817014	0.57327896	5.8071327	4.3636904	35.38549	-2.9792275	2.9802323e-09	-0.00076126406	-1.1920929e-08	-0.0020844121	0.104403235	-0.046522457	24.082743	-10.613266	0	0	1.0	1.2246587	0.0046657193	5190000	4016.5870022773743
173	21.184374	1.6952404	25.09088	18.087908	62.45	33.483543	131.0	0.0	1000.0	413669.0	0.07924693486590038	2.2018769	0.39607832	3.5923965	0.48433903	5.7629375	4.6504197	28.497686	-4.3585763	7.450581e-09	-0.0011728624	-2.3841858e-08	0.0012345202	0.09939158	-0.049787708	25.978535	-10.701834	0	0	1.0	1.2249959	0.0013543373	5220000	4036.215164899826
174	21.32921	1.5053762	24.016499	18.601645	61.85	37.07597	153.0	7.0	1000.0	415633.0	0.07916819047619048	2.164365	0.36907732	3.2893865	0.8472824	6.7604637	5.0377207	33.154697	-3.0281427	-1.3411045e-08	-0.0015893467	0.0	0.00036523343	0.08592603	-0.034426086	30.637524	-13.518231	0	0	1.0	1.2252762	0.0031556715	5250000	4056.6694943904877
175	21.869324	1.5034479	24.515171	19.307554	67.65	44.252995	176.0	8.0	1000.0	417573.0	0.07908579545454546	2.188454	0.37462217	3.2104616	0.6836128	6.8352838	5.1798105	31.783484	-3.411289	4.842877e-09	-0.0008042388	1.5646219e-08	0.0011347275	0.09398715	-0.042973977	25.914026	-11.556527	0	0	1.0	1.2253482	0.0034507588	5280000	4077.339624404907
176	22.248611	2.244508	26.754766	17.848003	74.25	38.81736	163.0	12.0	1000.0	419576.0	0.07901619585687382	2.2267156	0.3748329	3.3431	0.6945573	6.890967	5.0779715	34.421867	-4.128337	-5.9604646e-09	-0.0014312884	1.1920929e-08	0.00017347951	0.122595266	-0.054594327	26.248377	-11.548363	0	0	1.0	1.2254006	0.0023276757	5310000	4098.229965686798
177	21.90211	1.429276	25.876274	19.8654	47.8	35.657536	108.0	0.0	1000.0	421175.0	0.07887172284644195	2.2651203	0.40013337	3.7815948	0.81597483	6.3412166	4.996195	39.60503	-4.854902	1.4901161e-09	-0.0004895065	-1.1920929e-08	-8.61913e-05	0.08581541	-0.044040788	22.564777	-10.58773	0	0	1.0	1.2253625	0.0020432093	5340000	4119.007238864899
178	22.66124	1.4999849	24.971228	20.164473	58.35	27.69165	108.0	0.0	1000.0	422747.0	0.07872383612662942	2.2448716	0.39785272	4.2473702	0.7804109	5.5124793	4.1866183	34.052395	-3.683856	-2.9802323e-09	-0.0013753946	2.3841858e-08	0.001231312	0.119041845	-0.054630686	23.384415	-10.939398	0	0	1.0	1.2251823	0.0025088924	5370000	4143.557074546814
179	21.794292	1.3298838	24.727127	19.462017	53.5	23.663263	120.0	18.0	1000.0	424353.0	0.07858388888888888	2.2555652	0.37239823	3.821648	0.90468854	5.964212	4.6110177	40.153053	-3.5044525	-2.9802323e-09	-0.0008153324	-2.3841858e-08	0.0014666651	0.095568046	-0.037194677	22.453182	-10.793944	0	0	1.0	1.2248774	0.00150588	5400000	4164.981845855713
180	21.593267	0.97405654	23.703005	20.302837	57.95	38.168674	146.0	12.0	1000.0	426262.0	0.07850128913443831	2.254206	0.38506624	3.2347195	0.5433428	5.748449	4.6797266	38.001427	-4.615883	1.1920929e-08	-0.00088861363	3.576279e-08	6.803144e-05	0.07798202	-0.0356812	27.098919	-12.981519	0	0	1.0	1.2246134	0.0010110302	5430000	4186.224760293961
181	21.985952	1.4268658	24.715603	19.711273	71.15	37.390205	154.0	11.0	1000.0	428217.0	0.07842802197802198	2.2249506	0.3678213	3.6691365	0.97080994	6.5674405	4.894214	40.47731	-3.9539688	9.685754e-09	-0.000683996	-1.4901161e-08	-0.00016049854	0.09087303	-0.03641189	27.50533	-13.909741	0	0	1.0	1.2243636	0.00048363284	5460000	4206.196687221527
182	21.998993	2.3744154	25.945889	13.907212	65.7	28.858446	114.0	0.0	1000.0	429929.0	0.07831129326047359	2.246995	0.35965556	3.3862197	1.119888	6.43752	4.4175577	32.68406	-2.8929317	-1.7881394e-08	-0.00037215138	5.9604646e-09	-0.0003264429	0.12757583	-0.061120532	23.588053	-10.51161	0	0	1.0	1.2241242	0.00046948064	5490000	4226.998647212982
183	21.856892	1.37368	24.97148	19.966845	58.4	30.325565	129.0	0.0	1000.0	431659.0	0.07819909420289856	2.2706153	0.3922897	4.158513	0.39451864	6.018804	4.3726625	31.745913	-2.9598732	4.4703485e-09	-0.00094323634	5.9604646e-09	-0.00049810094	0.08160865	-0.031827368	26.007196	-11.007599	0	0	1.0	1.2238317	0.0015489805	5520000	4247.831461906433
184	21.94484	1.4023466	24.63268	19.92906	74.4	46.877926	156.0	0.0	1000.0	433752.0	0.07815351351351352	2.2184339	0.34829137	3.1686192	0.84941405	6.2256427	4.8313284	36.37105	-4.4069505	-7.450581e-09	-0.001247837	8.940697e-09	-0.00074489566	0.08037702	-0.023220006	34.82988	-15.266634	0	0	1.0	1.2232606	0.0008284444	5550000	4267.89955830574
185	22.351334	1.9031155	26.077147	19.388836	57.85	32.090923	135.0	13.0	1000.0	435452.0	0.07803799283154123	2.2456427	0.3639321	3.3680294	0.94269073	6.8053727	4.7592597	32.847305	-5.7035413	1.1175871e-08	-0.00069137855	3.7252903e-08	0.0007317096	0.0883988	-0.036293976	25.90561	-11.540356	0	0	3.0	1.2223885	0.0025731237	5580000	4288.326395750046
186	22.306635	1.5200765	25.259909	19.888094	84.9	28.93078	145.0	41.0	1000.0	437585.0	0.07800089126559714	2.2618232	0.3765187	3.3465695	0.9722408	6.7441783	4.730568	38.11139	-7.1971874	1.1920929e-08	-0.0010672689	-4.7683717e-08	-0.0008414656	0.08663509	-0.034463957	30.389416	-12.153203	0	0	1.0	1.2209284	0.0009406411	5610000	4308.564584493637
187	22.311626	1.6993738	26.468657	18.934908	64.5	38.07952	163.0	13.0	1000.0	439398.0	0.07790744680851064	2.2523477	0.3613561	3.4089315	0.91220194	6.770612	4.7596917	36.195843	-5.4441943	7.450581e-09	-0.00071313436	-4.7683717e-08	0.000337011	0.0971813	-0.03355061	25.234697	-12.139318	0	0	1.0	1.2200046	0.0006848463	5640000	4328.507783651352
188	22.111332	1.2425762	25.668997	20.509064	63.55	34.062405	148.0	2.0	1000.0	441329.0	0.07783580246913581	2.3024714	0.39741695	3.831861	0.9785829	6.989715	4.831138	37.629707	-3.075432	-4.4703485e-09	-0.0012012615	-5.364418e-08	0.00058330083	0.091472074	-0.038280185	24.22198	-11.839598	0	0	1.0	1.2190893	0.0013043532	5670000	4348.452813386917
189	22.159988	1.7486374	24.650043	18.080116	68.15	22.957079	102.0	19.0	1000.0	443262.0	0.07776526315789474	2.2436893	0.36906955	3.9161284	0.9615209	6.436203	4.4904313	30.465155	-3.275728	0.0	-0.0003616417	-3.576279e-08	0.00024120734	0.08713134	-0.03603865	23.4832	-10.510947	0	0	1.0	1.2184789	0.00069486693	5700000	4368.801147937775
190	21.924751	1.0517577	24.031956	20.685654	48.15	31.528202	138.0	0.0	1000.0	444897.0	0.0776434554973822	2.2431924	0.3760604	3.4837015	0.8756169	6.161612	4.109372	32.17558	-2.5267754	4.4703485e-09	-0.0007164284	-3.2782555e-08	-4.9895978e-05	0.09262027	-0.0409328	23.35294	-10.655941	0	0	1.0	1.2180173	0.0005286734	5730000	4389.773006677628
191	22.438782	1.4701605	25.983435	19.921272	74.0	48.50567	165.0	16.0	1000.0	446784.0	0.07756666666666667	2.2450938	0.35473776	3.1307096	0.9974264	5.7053895	4.610827	35.047188	-3.4667933	1.4901161e-09	-0.0005745137	-5.9604646e-09	0.00032140483	0.09704365	-0.041725248	31.567236	-14.845816	0	0	1.0	1.217586	0.0007792118	5760000	4410.155002117157
192	22.45488	1.0497864	24.386541	20.532166	68.9	51.295124	184.0	0.0	1000.0	448884.0	0.07752746113989638	2.3049064	0.3910961	3.7565663	0.82909733	7.093118	5.200163	35.433308	-3.9910197	-3.7252903e-09	-0.0009249314	7.152558e-08	0.001628085	0.08777296	-0.034644246	28.796381	-12.815308	0	0	1.0	1.216984	0.0009927803	5790000	4431.925853967667
193	22.504196	1.3903298	25.233232	20.522547	62.9	39.870914	122.0	0.0	1000.0	450804.0	0.07745773195876289	2.2973838	0.37196112	3.9644291	1.0213765	6.6526656	4.894501	37.316956	-3.861087	-7.4505807e-10	-0.00039887667	-3.2782555e-08	0.00029483336	0.089101985	-0.033599656	28.10914	-13.769026	0	0	1.0	1.2162006	0.0004077972	5820000	4451.922397136688
194	22.460003	1.6623827	26.515043	20.04291	57.3	29.00362	121.0	0.0	1000.0	452432.0	0.07733880341880342	2.2785995	0.37667102	3.349422	1.0793203	6.2250834	4.829975	33.91727	-6.2153134	-2.2351743e-09	-0.0005911208	-3.576279e-08	0.0006794694	0.083352074	-0.035437286	24.252905	-11.778532	0	0	1.0	1.2151611	0.001000771	5850000	4471.798712491989
195	22.086172	1.2574847	24.119766	20.031588	54.35	30.816029	154.0	15.0	1000.0	453983.0	0.07720799319727892	2.3004773	0.38523504	3.64504	1.0325813	5.984473	4.5652204	33.86503	-4.61888	7.4505807e-10	-0.0007911023	2.9802322e-08	-0.0008233477	0.08856848	-0.041157626	23.089518	-10.635434	0	0	1.0	1.2141137	0.00053842936	5880000	4494.028737306595
196	22.67831	2.06494	26.963165	19.831018	56.85	34.49098	133.0	0.0	1000.0	455700.0	0.07710659898477157	2.2357073	0.3560886	3.6685913	1.1071604	5.521173	4.427034	31.714745	-4.169322	2.9802323e-09	-0.0074929474	-2.3841858e-08	-0.0015332308	0.100230254	-0.043295626	25.650904	-11.43339	0	0	79.0	1.213018	0.0050589563	5910000	4522.662036180496
197	22.426373	1.8462884	26.802803	19.672699	68.95	38.449284	129.0	0.0	1000.0	457685.0	0.0770513468013468	2.2961602	0.39067048	3.4829879	1.066466	6.0731564	4.9483523	33.293877	-3.1435204	-7.450581e-09	-0.008694329	-7.152558e-08	0.002263623	0.11435737	-0.05589684	26.805994	-11.942973	0	0	79.0	1.1913481	0.0054731714	5940000	4548.886827707291
